[19/04/2021|22:12:56]  66  | Окунь | 174 гр | 174 | Поймана "Убежище:Источник" на Червь (Поплавок)
[19/04/2021|22:14:33]  54  | Линь | 4.278 кг | 4278 | Поймана "Убежище:Источник" на Червь (Поплавок)
[19/04/2021|22:15:24]  66  | Окунь | 1.084 кг | 1084 | Поймана "Убежище:Источник" на Червь (Поплавок)
[19/04/2021|22:15:55]  77  | Плотва | 376 гр | 376 | Поймана "Убежище:Источник" на Червь (Поплавок)
[19/04/2021|22:16:33]  16  | Вьюн | 22 гр | 22 | Поймана "Убежище:Источник" на Червь (Поплавок)
[19/04/2021|22:16:55]  77  | Плотва | 145 гр | 145 | Поймана "Убежище:Источник" на Червь (Поплавок)
[19/04/2021|22:17:22]  77  | Плотва | 209 гр | 209 | Поймана "Убежище:Источник" на Червь (Поплавок)
[19/04/2021|22:17:41]  66  | Окунь | 223 гр | 223 | Поймана "Убежище:Источник" на Червь (Поплавок)
[19/04/2021|22:17:56]  66  | Окунь | 91 гр | 91 | Поймана "Убежище:Источник" на Червь (Поплавок)
[19/04/2021|22:18:18]  77  | Плотва | 899 гр | 899 | Поймана "Убежище:Источник" на Червь (Поплавок)
[19/04/2021|22:18:24]  77  | Плотва | 165 гр | 165 | Поймана "Убежище:Источник" на Зёрна (Поплавок)
[19/04/2021|22:18:39]  66  | Окунь | 63 гр | 63 | Поймана "Убежище:Источник" на Червь (Поплавок)
[19/04/2021|22:19:05]  16  | Вьюн | 22 гр | 22 | Поймана "Убежище:Источник" на Червь (Поплавок)
[19/04/2021|22:19:21]  84  | Рак узкопалый | 67 гр | 67 | Поймана "Убежище:Источник" на Червь (Поплавок)
[19/04/2021|22:20:00]  47  | Красноперка | 497 гр | 497 | Поймана "Убежище:Источник" на Червь (Поплавок)
[19/04/2021|22:20:20]  38  | Карась золотой | 296 гр | 296 | Поймана "Убежище:Источник" на Червь (Поплавок)
[19/04/2021|22:21:31]  77  | Плотва | 249 гр | 249 | Поймана "Убежище:Источник" на Зёрна (Поплавок)
[19/04/2021|22:23:21]  77  | Плотва | 324 гр | 324 | Поймана "Убежище:Источник" на Зёрна (Поплавок)
[19/04/2021|22:23:41]  77  | Плотва | 231 гр | 231 | Поймана "Убежище:Источник" на Зёрна (Поплавок)
[19/04/2021|22:24:49]  77  | Плотва | 86 гр | 86 | Поймана "Убежище:Источник" на Зёрна (Поплавок)
[19/04/2021|22:25:29]  77  | Плотва | 609 гр | 609 | Поймана "Убежище:Источник" на Зёрна (Поплавок)
[19/04/2021|22:25:58]  77  | Плотва | 139 гр | 139 | Поймана "Убежище:Источник" на Зёрна (Поплавок)
[19/04/2021|22:31:49]  77  | Плотва | 688 гр | 688 | Поймана "Убежище:Источник" на Зёрна (Поплавок)
[19/04/2021|22:31:56]  16  | Вьюн | 109 гр | 109 | Поймана "Убежище:Источник" на Опарыш (Поплавок)
[19/04/2021|22:32:46]  77  | Плотва | 126 гр | 126 | Поймана "Убежище:Источник" на Зёрна (Поплавок)
[19/04/2021|22:33:07]  28  | Елец | 244 гр | 244 | Поймана "Убежище:Источник" на Опарыш (Поплавок)
[19/04/2021|22:33:39]  77  | Плотва | 113 гр | 113 | Поймана "Убежище:Источник" на Зёрна (Поплавок)
[19/04/2021|22:34:22]  47  | Красноперка | 201 гр | 201 | Поймана "Убежище:Источник" на Опарыш (Поплавок)
[19/04/2021|22:34:34]  77  | Плотва | 185 гр | 185 | Поймана "Убежище:Источник" на Зёрна (Поплавок)
